Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"46301, Beverly Shores, IN",46301,1382,32,39,17,21,1289,1220,79,1303,0,3,1,53,7,1220,88333.71375,68421,34942,8,8,514,18,4,0,0,0,13,1
"46303, Cedar Lake, IN",46303,13780,70,92,93,124,13050,12370,912,12868,3,4,3,543,92,12370,78101.92907,67661,28401,14,13,4837,215,63,0,1,1,133,17
"46304, Chesterton, IN",46304,23195,374,454,305,357,21792,20439,1550,21645,14,15,5,1129,95,20439,92235.92979,74038,35495,97,96,8471,380,87,2,1,2,269,19
"46307, Crown Point, IN",46307,60606,1148,1215,3028,3155,53665,49519,5722,54884,82,42,13,3791,514,49519,90238.0185,76558,33956,332,331,20133,1412,337,14,1,13,965,82
"46310, Demotte, IN",46310,12892,62,58,30,30,12374,11839,833,12059,3,9,10,513,36,11839,74680.69983,68246,27990,11,9,4624,166,57,0,2,2,102,3
"46311, Dyer, IN",46311,20551,624,672,491,516,18457,16949,2044,18507,12,9,1,1395,149,16949,103302.7965,89688,38246,208,208,6955,507,124,1,0,3,360,19
"46312, East Chicago, IN",46312,29740,50,21,13064,10743,10221,2135,16549,13191,856,146,26,9594,764,2135,44256.58582,31816,16198,15,10,3856,5004,1544,128,5,40,3088,199
"46319, Griffith, IN",46319,18259,177,164,3016,2903,13780,12125,2681,15578,84,6,11,1691,242,12125,75088.66266,62510,29434,48,46,5541,704,185,15,2,1,456,45
"46320, Hammond, IN",46320,15285,51,44,7174,6577,5617,3414,4942,10343,186,42,4,2636,299,3414,43545.15921,31959,17030,22,21,2361,1296,460,30,1,12,722,71
"46321, Munster, IN",46321,23628,1558,1579,889,890,19909,18079,2668,20960,16,15,9,1775,175,18079,99421.09632,81288,38611,472,469,7972,670,178,3,3,5,456,25
"46322, Highland, IN",46322,23891,423,415,1079,1044,20938,18606,3412,20479,37,21,8,2330,244,18606,78407.47463,68479,32695,140,138,8911,966,237,3,2,10,659,55
"46323, Hammond, IN",46323,21950,498,419,4036,3438,13916,10499,7125,14825,182,56,28,3940,460,10499,60147.7031,51892,22734,132,125,5650,1866,662,33,7,16,1056,92
"46324, Hammond, IN",46324,23934,259,221,5723,4981,14005,10479,7740,16194,249,71,16,4092,542,10479,58823.97254,48145,22084,63,59,5957,1974,732,41,4,21,1086,90
"46327, Hammond, IN",46327,11945,42,19,1194,566,7769,3942,7266,4679,123,46,6,4482,339,3942,45872.77242,35894,15701,11,10,2917,1804,536,16,1,11,1160,80
"46341, Hebron, IN",46341,10754,59,81,91,120,10376,9816,610,10144,4,6,1,468,54,9816,77059.52427,68790,28811,18,17,3909,139,27,0,1,3,103,5
"46342, Hobart, IN",46342,30287,252,231,1839,1688,25760,22699,5063,25224,100,32,14,3138,429,22699,69096.81965,60566,27192,73,69,10466,1364,400,16,4,16,837,91
"46347, Kouts, IN",46347,4935,23,33,10,14,4836,4629,209,4726,1,2,1,174,14,4629,77603.71364,70382,27686,4,3,1742,44,5,0,1,0,38,0
"46349, Lake Village, IN",46349,3659,10,15,19,26,3530,3401,169,3490,1,3,0,99,16,3401,65881.05512,58233,25466,1,1,1370,41,9,0,0,1,29,2
"46356, Lowell, IN",46356,17050,69,92,96,130,16320,15466,1042,16008,2,8,2,705,92,15466,79056.3668,69522,28902,13,12,6020,237,59,0,1,3,163,11
"46368, Portage, IN",46368,39924,470,442,2944,2753,33729,29344,6725,33199,123,57,17,4481,398,29344,71788.71748,59484,27631,111,98,12971,1753,516,45,13,20,1085,74
"46373, Saint John, IN",46373,14508,202,229,231,254,13437,12427,1376,13132,13,2,6,908,85,12427,108603.812,99693,37305,51,49,4714,340,96,1,2,1,229,11
"46375, Schererville, IN",46375,23451,761,784,1114,1144,20402,18560,2567,20884,16,6,9,1748,189,18560,95131.85156,81799,38569,240,239,8548,710,173,3,1,3,502,28
"46376, Schneider, IN",46376,343,2,2,3,3,327,313,17,326,0,1,0,13,1,313,66619.93939,61429,25638,1,1,129,4,0,0,0,0,4,0
"46377, Shelby, IN",46377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46379, Sumava Resorts, IN",46379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46381, Thayer, IN",46381,344,0,0,1,1,328,312,21,323,0,0,0,14,1,312,77424.85075,68519,30160,0,0,131,5,1,0,0,0,4,0
"46383, Valparaiso, IN",46383,39212,746,853,1099,1234,35949,33691,2719,36493,25,45,4,1894,165,33691,77545.87747,66106,31147,241,240,14126,622,160,8,1,12,409,32
"46385, Valparaiso, IN",46385,40407,730,865,767,864,37647,35139,2869,37538,45,18,7,2114,190,35139,93287.70686,77334,34068,212,209,13833,681,166,9,3,7,467,29
"46392, Wheatfield, IN",46392,8483,26,26,51,52,8175,7814,489,7994,2,2,1,352,20,7814,80236.54585,71025,28544,4,4,2943,82,25,0,0,0,54,3
"46393, Wheeler, IN",46393,646,9,11,8,6,610,559,55,591,3,0,0,46,1,559,76076.96244,68750,25084,2,2,203,13,2,0,0,0,11,0
"46394, Whiting, IN",46394,12096,99,48,460,214,9414,6679,5025,7071,62,32,9,3072,231,6679,62366.91011,50134,25143,29,25,4081,1421,449,8,4,10,896,54
"46402, Gary, IN",46402,6936,9,7,6328,6198,265,141,439,6497,100,4,2,154,39,141,35861.41449,21832,15258,5,5,116,136,46,21,0,2,58,9
"46403, Gary, IN",46403,12542,62,61,9482,9317,2374,2113,710,11832,151,3,1,275,92,2113,62771.61366,42220,26745,22,22,1290,244,74,28,0,0,123,19
"46404, Gary, IN",46404,17633,9,9,16712,16519,435,341,456,17177,179,2,0,108,67,341,47344.43414,33154,18958,3,3,171,115,32,30,0,1,38,14
"46405, Lake Station, IN",46405,11700,53,39,722,525,8986,7373,3500,8200,93,22,6,1776,353,7373,50408.10474,42786,18463,12,10,3444,943,368,15,2,6,478,74
"46406, Gary, IN",46406,9326,24,22,6023,5863,2519,1997,1252,8074,79,14,2,605,109,1997,45368.66327,37853,17163,5,5,995,378,138,14,0,7,198,21
"46407, Gary, IN",46407,11622,6,6,11188,11069,180,148,225,11397,111,2,0,40,32,148,41286.41956,27237,17431,3,3,70,54,14,26,0,0,11,3
"46408, Gary, IN",46408,17104,78,72,10107,9868,5812,5052,1693,15411,186,20,6,815,196,5052,57977.45389,43185,21640,21,19,2436,465,153,31,2,10,249,20
"46409, Gary, IN",46409,8301,15,13,7258,7146,641,477,518,7783,86,3,2,190,79,477,47255.60064,37690,16215,6,5,307,142,50,11,1,2,69,9
"46410, Merrillville, IN",46410,38646,565,545,17631,17068,17270,14656,5402,33244,342,24,13,2855,542,14656,68487.16649,59260,27212,191,187,7787,1482,479,59,4,10,833,97
"47922, Brook, IN",47922,1741,5,8,4,5,1634,1575,119,1622,1,0,0,42,3,1575,67738.39678,57566,27386,1,1,664,28,13,1,0,0,14,0
"47943, Fair Oaks, IN",47943,1259,2,2,4,3,1176,1063,183,1076,0,2,0,117,3,1063,76313.08467,62885,26490,0,0,421,30,11,0,0,0,18,1
"47951, Kentland, IN",47951,2238,12,16,13,17,2108,1992,178,2060,0,0,0,99,12,1992,67873.875,54635,27749,1,1,877,34,10,0,0,0,22,2
"47963, Morocco, IN",47963,1881,7,11,2,3,1824,1765,79,1802,0,0,0,45,2,1765,63157.6875,49290,25787,1,1,758,13,5,0,0,0,8,0
"47964, Mount Ayr, IN",47964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53104, Bristol, WI",53104,"6,007",46,62,80,101,"5,692","5,394",307,"5,700",10,1,3,204,20,"5,394","93,039.10 ","74,696.00 ","35,137.00 ",12,12,"2,194",60,17,1,0,0,39,3
"53140, Kenosha, WI",53140,"30,024",245,221,"3,922","3,835","22,165","18,937","5,939","24,085",187,93,30,"3,094",479,"18,937","54,337.50 ","40,722.00 ","21,616.00 ",76,69,"9,291","1,363",524,22,7,32,723,54
"53142, Kenosha, WI",53142,"33,332",921,"1,063","1,781","2,008","28,525","25,668","3,543","29,789",77,35,19,"2,233",261,"25,668","87,165.86 ","74,494.00 ","33,374.00 ",248,244,"11,397",843,238,11,4,11,547,32
"53143, Kenosha, WI",53143,"22,887",170,150,"2,784","2,761","17,354","14,775","4,285","18,602",119,41,25,"2,447",354,"14,775","66,524.91 ","54,551.00 ","25,866.00 ",51,49,"7,222",975,331,17,2,12,573,40
"53144, Kenosha, WI",53144,"28,910",521,508,"3,108","3,133","22,218","19,475","4,914","23,996",151,122,42,"2,488",385,"19,475","79,819.58 ","61,329.00 ","30,311.00 ",146,143,"8,755","1,121",471,19,3,24,553,50
"53158, Pleasant Prairie, WI",53158,"15,068",277,360,440,551,"13,636","12,610","1,121","13,947",29,13,8,687,75,"12,610","102,729.28 ","87,759.00 ","37,266.00 ",78,77,"5,038",242,79,2,1,4,144,12
"53168, Salem, WI",53168,"8,652",45,69,41,57,"8,318","7,944",378,"8,274",4,5,0,260,35,"7,944","86,119.59 ","71,754.00 ","32,530.00 ",13,13,"3,195",79,17,1,0,2,54,5
"53170, Silver Lake, WI",53170,"2,323",4,7,10,18,"2,233","2,127",108,"2,215",0,0,0,68,10,"2,127","82,845.76 ","70,863.00 ","31,661.00 ",2,2,871,22,6,0,0,0,14,2
"53179, Trevor, WI",53179,"6,033",31,50,41,67,"5,779","5,460",322,"5,711",2,1,2,214,20,"5,460","85,580.69 ","67,443.00 ","31,583.00 ",8,8,"2,164",62,15,0,0,0,43,4
"53181, Twin Lakes, WI",53181,"7,511",29,44,44,68,"7,257","6,923",341,"7,170",1,0,1,243,30,"6,923","87,014.50 ","72,530.00 ","33,586.00 ",10,10,"2,829",81,21,0,0,0,55,5
"53192, Wilmot, WI",53192,342,1,1,1,1,334,323,12,330,0,0,0,11,0,323,"77,879.60 ","64,423.00 ","29,831.00 ",0,0,129,2,0,0,0,0,2,0
"60002, Antioch, IL",60002,"24,466",643,804,535,647,"22,382","20,595","1,815","22,651",32,10,18,"1,329",119,"20,595","100,598.37 ","87,744.00 ","37,854.00 ",181,178,"8,667",420,74,5,3,4,320,14
"60004, Arlington Heights, IL",60004,"50,766","3,561","3,929",795,797,"44,467","41,287","3,940","46,826",77,43,24,"2,628",176,"41,287","109,887.08 ","91,009.00 ","43,654.00 ","1,281","1,275","18,025",991,245,18,6,9,679,34
"60005, Arlington Heights, IL",60005,"27,376","2,419","2,665",555,573,"22,910","20,834","2,827","24,549",38,54,13,"1,715",184,"20,834","102,158.88 ","79,510.00 ","42,417.00 ",916,913,"9,748",812,244,7,3,11,504,43
"60007, Elk Grove Village, IL",60007,"33,528","3,468","4,028",521,558,"27,623","24,350","3,930","29,598",44,73,22,"2,515",223,"24,350","90,818.93 ","73,253.00 ","36,637.00 ","1,159","1,154","11,626","1,034",281,6,5,16,680,46
"60008, Rolling Meadows, IL",60008,"23,021","2,050","2,415",458,489,"18,106","13,952","5,708","17,313",46,66,16,"3,624",535,"13,952","85,843.93 ","71,137.00 ","33,230.00 ",710,706,"7,348","1,298",319,5,4,13,834,123
"60010, Barrington, IL",60010,"44,392","3,928","4,215",421,437,"38,787","37,089","1,842","42,550",15,21,14,"1,308",139,"37,089","173,156.49 ","126,409.00 ","62,846.00 ","1,209","1,206","14,446",437,79,2,3,4,327,22
"60012, Crystal Lake, IL",60012,"10,200",273,321,102,119,"9,421","8,816",797,"9,403",1,16,2,515,36,"8,816","122,835.84 ","101,101.00 ","42,106.00 ",86,86,"3,283",175,50,1,0,4,117,3
"60013, Cary, IL",60013,"26,686",612,741,172,200,"24,765","22,954","2,293","24,393",9,24,8,"1,545",86,"22,954","123,659.50 ","110,385.00 ","41,500.00 ",180,177,"8,513",454,115,2,3,6,317,11
"60014, Crystal Lake, IL",60014,"47,664","1,261","1,508",515,596,"43,076","38,789","5,779","41,885",22,145,14,"3,752",279,"38,789","106,572.43 ","89,110.00 ","37,685.00 ",357,355,"15,658","1,285",344,7,2,31,858,43
"60015, Deerfield, IL",60015,"27,120","1,613","1,786",295,319,"24,596","23,662",952,"26,168",8,23,7,681,50,"23,662","176,186.00 ","136,386.00 ","63,399.00 ",522,520,"8,963",195,40,1,2,2,142,8
"60016, Des Plaines, IL",60016,"59,117","11,610","12,850","2,028","2,133","40,718","34,212","8,116","51,001",113,209,71,"4,792",466,"34,212","81,041.31 ","64,916.00 ","33,189.00 ","3,719","3,705","18,104","2,066",631,16,14,35,"1,280",90
"60018, Des Plaines, IL",60018,"29,815","2,890","3,326",440,419,"21,929","15,223","10,220","19,595",81,350,43,"6,077",546,"15,223","79,798.73 ","64,581.00 ","27,999.00 ",777,770,"8,359","2,358",713,15,7,67,"1,422",134
"60020, Fox Lake, IL",60020,"9,849",203,297,138,190,"8,942","8,010","1,068","8,781",10,9,3,680,94,"8,010","78,721.44 ","66,354.00 ","34,959.00 ",61,60,"4,097",271,72,3,1,4,171,20
"60021, Fox River Grove, IL",60021,"5,094",108,134,34,41,"4,799","4,511",298,"4,796",1,1,1,230,18,"4,511","108,057.78 ","94,867.00 ","40,601.00 ",32,32,"1,838",74,13,1,0,1,57,2
"60022, Glencoe, IL",60022,"8,171",249,273,117,126,"7,629","7,399",233,"7,938",2,3,1,182,20,"7,399","272,574.83 ","205,937.00 ","94,555.00 ",79,79,"2,677",51,6,1,0,1,39,4
"60025, Glenview, IL",60025,"40,086","5,603","6,056",592,595,"32,229","29,343","3,359","36,727",45,37,39,"2,287",191,"29,343","128,587.16 ","99,453.00 ","48,350.00 ","1,856","1,848","12,488",796,177,6,8,5,554,46
"60026, Glenview, IL",60026,"13,086","2,578","2,686",190,183,"9,968","9,329",641,"12,445",15,5,5,507,18,"9,329","160,505.36 ","114,651.00 ","61,683.00 ",869,867,"3,972",173,23,5,2,0,141,2
"60029, Golf, IL",60029,445,22,28,2,3,405,380,27,418,0,0,0,17,2,380,"137,129.53 ","114,130.00 ","51,462.00 ",7,7,156,6,2,0,0,0,4,0
"60030, Grayslake, IL",60030,"38,350","2,585","3,079","1,235","1,419","31,931","28,553","4,238","34,112",58,77,30,"2,431",351,"28,553","115,743.56 ","98,292.00 ","42,585.00 ",797,791,"12,296","1,073",313,17,6,17,654,66
"60031, Gurnee, IL",60031,"38,011","4,440","4,787","3,007","3,129","27,626","23,916","4,999","33,012",124,56,30,"2,994",451,"23,916","114,772.27 ","94,299.00 ","42,299.00 ","1,340","1,331","10,704","1,359",386,28,9,16,840,80
"60034, Hebron, IL",60034,"2,150",11,17,39,51,"2,001","1,856",188,"1,962",6,0,0,107,15,"1,856","81,262.78 ","65,341.00 ","31,940.00 ",2,2,786,45,19,1,0,0,22,3
"60035, Highland Park, IL",60035,"29,028",899,"1,110",495,578,"26,405","24,398","2,421","26,607",37,32,20,"1,548",123,"24,398","184,827.35 ","125,210.00 ","71,418.00 ",284,279,"10,476",565,143,7,5,6,388,16
"60040, Highwood, IL",60040,"6,506",173,129,220,160,"4,745","2,850","3,267","3,239",16,23,9,"2,000",180,"2,850","108,403.92 ","72,686.00 ","35,849.00 ",48,47,"1,705",748,235,1,1,6,460,45
"60041, Ingleside, IL",60041,"13,593",387,474,974,"1,140","11,140","9,555","1,892","11,701",63,17,8,"1,154",150,"9,555","86,022.09 ","71,763.00 ","26,251.00 ",64,64,"3,106",305,91,2,0,4,191,17
"60042, Island Lake, IL",60042,"8,843",208,299,91,120,"7,975","6,837","1,403","7,440",9,8,4,947,76,"6,837","84,835.27 ","76,155.00 ","31,399.00 ",64,63,"3,056",314,80,1,1,1,217,14
"60043, Kenilworth, IL",60043,"2,484",40,42,6,6,"2,414","2,373",42,"2,442",0,0,0,38,2,"2,373","317,322.54 ","235,357.00 ","101,564.00 ",14,14,779,11,0,0,0,0,10,1
"60044, Lake Bluff, IL",60044,"8,330",594,662,226,250,"7,216","6,855",377,"7,953",3,1,2,244,26,"6,855","151,551.28 ","110,110.00 ","62,872.00 ",202,201,"3,018",129,32,2,1,1,86,7
"60045, Lake Forest, IL",60045,"19,951",979,"1,081",255,261,"18,202","17,521",729,"19,222",20,11,5,513,42,"17,521","230,884.65 ","150,913.00 ","81,516.00 ",289,289,"6,499",145,27,1,0,1,108,8
"60046, Lake Villa, IL",60046,"36,373","1,735","2,152","1,060","1,274","31,723","28,760","3,244","33,129",35,43,4,"2,109",210,"28,760","110,574.43 ","98,276.00 ","38,980.00 ",497,497,"11,582",745,190,9,0,9,504,33
"60047, Lake Zurich, IL",60047,"40,258","3,313","3,787",495,512,"34,837","32,590","2,630","37,628",49,37,17,"1,594",187,"32,590","159,380.09 ","135,319.00 ","53,725.00 ",963,959,"11,983",605,159,7,4,7,402,26
"60048, Libertyville, IL",60048,"28,812","1,977","2,218",365,390,"25,547","24,301","1,289","27,523",20,21,16,873,107,"24,301","156,143.43 ","121,214.00 ","56,908.00 ",631,630,"9,479",326,78,2,1,5,226,14
"60050, Mchenry, IL",60050,"31,508",495,648,257,300,"28,698","25,956","4,097","27,411",37,69,19,"2,355",225,"25,956","90,809.32 ","76,074.00 ","33,994.00 ",139,136,"11,110",912,297,13,3,10,553,36
"60051, Mchenry, IL",60051,"24,793",309,462,234,330,"23,304","21,655","1,916","22,877",17,23,6,"1,230",145,"21,655","92,347.97 ","80,674.00 ","34,335.00 ",85,83,"8,851",431,115,2,2,5,289,18
"60053, Morton Grove, IL",60053,"23,483","6,763","7,133",344,358,"15,269","13,636","1,715","21,768",6,12,26,"1,182",136,"13,636","96,641.92 ","80,183.00 ","36,076.00 ","2,091","2,086","6,255",417,88,0,5,0,302,22
"60056, Mount Prospect, IL",60056,"60,569","7,484","8,007","1,564","1,573","46,605","40,159","9,695","50,874",103,198,44,"5,686",482,"40,159","96,042.22 ","76,675.00 ","37,153.00 ","2,632","2,623","18,911","2,352",773,22,9,36,"1,414",98
"60060, Mundelein, IL",60060,"37,834","3,205","3,358",655,584,"28,140","21,548","11,711","26,123",104,250,36,"6,334",589,"21,548","114,622.80 ","87,486.00 ","39,079.00 ","1,009",999,"10,407","2,598",950,22,10,39,"1,460",117
"60061, Vernon Hills, IL",60061,"26,383","5,174","5,472",576,576,"19,006","16,900","2,877","23,506",33,32,14,"1,729",167,"16,900","132,876.01 ","100,660.00 ","50,067.00 ","1,668","1,663","7,618",761,220,11,5,8,474,43
"60062, Northbrook, IL",60062,"39,640","5,385","5,585",466,469,"32,955","31,687","1,365","38,275",15,8,12,"1,017",95,"31,687","141,079.02 ","108,600.00 ","55,710.00 ","1,816","1,815","13,413",342,61,1,1,1,268,10
"60064, North Chicago, IL",60064,"15,553",306,253,"6,798","6,123","4,786","2,177","6,752","8,801",204,92,34,"3,117",347,"2,177","68,055.22 ","47,145.00 ","20,920.00 ",93,83,"1,344","1,395",594,41,10,15,667,68
"60067, Palatine, IL",60067,"37,268","4,453","4,999",533,576,"30,893","28,399","2,604","34,664",21,37,11,"1,796",140,"28,399","124,644.61 ","99,453.00 ","50,847.00 ","1,487","1,483","13,065",698,164,3,4,5,494,28
"60068, Park Ridge, IL",60068,"36,507","1,706","1,929",484,532,"33,208","31,253","2,238","34,269",21,23,28,"1,563",172,"31,253","122,391.54 ","97,406.00 ","46,409.00 ",543,538,"12,782",558,110,4,5,4,409,26
"60069, Lincolnshire, IL",60069,"8,879","1,320","1,364",85,84,"7,298","6,999",301,"8,578",4,0,2,246,19,"6,999","161,470.43 ","122,574.00 ","63,481.00 ",398,397,"3,025",70,7,1,1,0,59,2
"60070, Prospect Heights, IL",60070,"15,616","1,720","1,854",317,257,"11,551","8,853","4,473","11,143",81,95,17,"2,511",245,"8,853","82,239.20 ","62,907.00 ","33,343.00 ",698,696,"4,979","1,104",365,14,2,26,650,47
"60071, Richmond, IL",60071,"3,734",43,61,33,49,"3,548","3,338",217,"3,517",0,0,2,152,19,"3,338","98,199.42 ","76,449.00 ","38,449.00 ",11,10,"1,415",53,10,0,1,0,37,5
"60072, Ringwood, IL",60072,929,4,5,6,8,897,867,32,897,0,0,0,23,2,867,"102,252.32 ","90,500.00 ","34,231.00 ",1,1,305,5,1,0,0,0,4,0
"60073, Round Lake, IL",60073,"55,420","3,086","2,878","2,447","2,089","39,416","26,089","23,188","32,232",254,595,64,"13,634","1,120","26,089","83,466.77 ","70,134.00 ","26,168.00 ",862,844,"13,491","4,996","1,571",49,18,107,"3,016",235
"60074, Palatine, IL",60074,"38,727","3,623","3,812","1,424","1,403","27,990","20,900","11,918","26,809",103,135,35,"6,743",689,"20,900","85,738.16 ","70,867.00 ","31,869.00 ","1,202","1,197","11,298","2,754",987,15,5,25,"1,570",152
"60076, Skokie, IL",60076,"34,552","9,155","9,750","2,631","2,723","20,189","17,268","3,541","31,011",87,42,46,"2,017",356,"17,268","104,018.43 ","78,418.00 ","35,675.00 ","2,706","2,695","7,579",887,254,21,11,8,541,52
"60077, Skokie, IL",60077,"27,504","7,958","8,473","1,583","1,623","16,121","13,749","2,658","24,846",68,14,49,"1,633",263,"13,749","84,383.61 ","63,268.00 ","33,629.00 ","2,579","2,571","7,208",725,166,15,8,3,483,50
"60081, Spring Grove, IL",60081,"9,482",85,118,60,86,"9,071","8,635",442,"9,040",0,1,3,312,54,"8,635","97,103.71 ","87,830.00 ","34,624.00 ",23,23,"3,279",90,17,0,0,1,65,7
"60083, Wadsworth, IL",60083,"8,365",780,845,923,978,"5,981","5,100","1,212","7,153",26,29,6,709,84,"5,100","119,320.36 ","103,261.00 ","42,236.00 ",210,208,"2,296",283,77,7,2,7,178,12
"60084, Wauconda, IL",60084,"18,229","1,070","1,378",278,333,"15,285","12,958","3,138","15,091",27,26,32,"1,800",164,"12,958","101,617.17 ","85,704.00 ","37,479.00 ",300,296,"5,970",711,233,7,4,6,429,32
"60085, Waukegan, IL",60085,"71,559","3,143","2,488","14,142","10,975","32,292","12,365","44,636","26,923","1,118",882,191,"22,645","2,496","12,365","60,844.66 ","47,434.00 ","19,496.00 ","1,013",961,"10,494","10,601","4,083",256,52,165,"5,449",596
"60087, Waukegan, IL",60087,"29,003","1,133",988,"4,895","4,250","16,770","9,798","13,192","15,811",234,319,49,"7,554",713,"9,798","80,665.84 ","64,885.00 ","27,654.00 ",337,324,"6,169","3,280","1,050",53,13,59,"1,942",163
"60088, Great Lakes, IL",60088,"11,473",732,764,"2,121","2,182","7,360","6,165","1,607","9,866",112,39,29,901,169,"6,165","78,859.62 ","62,791.00 ","20,229.00 ",161,159,797,138,52,10,2,4,63,7
"60089, Buffalo Grove, IL",60089,"44,342","6,774","7,340",493,512,"35,515","33,101","2,598","41,744",22,45,15,"1,729",202,"33,101","128,580.72 ","102,163.00 ","50,583.00 ","2,189","2,185","14,577",663,155,5,4,11,455,33
"60090, Wheeling, IL",60090,"36,469","4,737","5,125",814,735,"25,123","17,948","12,144","24,325",144,318,63,"6,613",615,"17,948","82,151.02 ","64,886.00 ","31,550.00 ","1,675","1,666","10,403","2,782","1,008",22,9,57,"1,555",131
"60091, Wilmette, IL",60091,"27,152","3,185","3,333",249,254,"22,869","21,914",970,"26,182",7,6,10,753,66,"21,914","188,874.13 ","139,286.00 ","68,276.00 ",993,990,"8,567",255,40,2,3,3,200,7
"60093, Winnetka, IL",60093,"19,859",980,"1,042",182,189,"18,244","17,535",814,"19,045",6,8,9,606,41,"17,535","232,100.03 ","168,722.00 ","82,767.00 ",338,336,"6,593",184,31,1,2,2,140,8
"60096, Winthrop Harbor, IL",60096,"6,439",148,182,244,300,"5,673","5,137",598,"5,841",5,5,3,392,62,"5,137","92,635.03 ","81,280.00 ","35,736.00 ",48,48,"2,246",147,35,0,0,1,102,9
"60097, Wonder Lake, IL",60097,"11,509",104,169,51,79,"10,827","10,045",927,"10,582",3,18,1,573,81,"10,045","84,875.37 ","79,000.00 ","30,547.00 ",25,25,"3,994",210,56,1,0,3,141,9
"60098, Woodstock, IL",60098,"32,667",745,732,700,661,"28,233","23,872","6,906","25,761",51,85,26,"4,328",306,"23,872","84,704.72 ","69,611.00 ","31,784.00 ",225,218,"10,741","1,555",477,16,7,14,996,45
"60099, Zion, IL",60099,"32,716",918,868,"8,879","8,620","17,887","13,050","9,031","23,685",259,104,50,"4,837",732,"13,050","74,611.15 ","62,793.00 ","25,866.00 ",262,251,"6,617","2,150",724,59,11,21,"1,194",141
"60101, Addison, IL",60101,"39,787","3,227","2,654","1,721","1,328","27,557","19,231","15,918","23,869",137,135,62,"9,219",566,"19,231","87,035.29 ","67,553.00 ","28,762.00 ",965,962,"9,858","3,470","1,297",21,3,28,"1,981",140
"60102, Algonquin, IL",60102,"32,294","1,919","2,221",568,636,"28,508","26,172","2,645","29,649",20,25,6,"1,854",148,"26,172","119,618.40 ","103,947.00 ","41,342.00 ",542,539,"10,209",627,139,5,3,4,465,11
"60103, Bartlett, IL",60103,"41,248","6,003","6,453","1,087","1,105","31,980","28,520","4,288","36,960",65,88,37,"2,823",274,"28,520","118,316.25 ","103,117.00 ","40,635.00 ","1,691","1,685","11,635","1,001",241,12,6,19,667,56
"60104, Bellwood, IL",60104,"19,649",161,150,"14,623","14,253","3,020",993,"4,008","15,641",204,36,9,"2,197",218,993,"76,191.98 ","64,872.00 ","25,002.00 ",40,39,937,846,286,35,1,4,474,46
"60106, Bensenville, IL",60106,"20,275","1,105",771,754,488,"14,343","9,352","9,354","10,921",71,134,24,"5,619",318,"9,352","75,964.69 ","68,841.00 ","26,386.00 ",364,357,"5,358","2,080",720,13,7,29,"1,233",78
"60107, Streamwood, IL",60107,"39,099","5,775","6,318","1,653","1,637","26,340","18,408","11,879","27,220",169,376,46,"7,109",598,"18,408","95,295.85 ","79,675.00 ","31,532.00 ","1,675","1,665","9,545","2,457",739,20,10,65,"1,516",107
"60108, Bloomingdale, IL",60108,"24,100","3,243","3,352",960,949,"18,779","16,916","2,395","21,705",52,28,35,"1,657",104,"16,916","107,889.83 ","81,299.00 ","42,268.00 ","1,021","1,016","7,647",602,138,6,5,8,417,28
"60109, Burlington, IL",60109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"60110, Carpentersville, IL",60110,"40,913","2,761","2,312","2,775","2,220","25,416","14,956","20,753","20,160",193,191,72,"11,308",712,"14,956","82,025.86 ","64,614.00 ","23,624.00 ",764,736,"8,242","4,299","1,698",45,28,43,"2,346",139
"60111, Clare, IL",60111,209,0,0,2,1,192,184,20,189,1,0,0,7,0,184,"86,712.10 ","75,000.00 ","33,193.00 ",0,0,76,4,3,0,0,0,1,0
"60112, Cortland, IL",60112,"4,079",61,58,139,131,"3,564","3,321",504,"3,575",6,10,2,247,37,"3,321","77,789.17 ","69,676.00 ","27,057.00 ",16,16,"1,296",117,41,0,0,2,70,4
