Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"90001, Los Angeles, CA",90001,"57,723",226,51,"6,000","4,833","21,695",357,"51,737","5,986",900,446,172,"21,650","2,534",357,"50,452.00 ","39,324.00 ","11,445.00 ",47,12,"4,558","10,624","5,090",207,35,112,"4,538",642
"90002, Los Angeles, CA",90002,"51,176",179,8,"13,114","11,941","15,143",313,"38,264","12,912",879,380,171,"15,139","2,088",313,"50,803.87 ","36,843.00 ","11,799.00 ",43,4,"2,767","7,052","3,501",180,39,78,"2,765",489
"90003, Los Angeles, CA",90003,"70,900",280,57,"17,913","16,278","21,786",558,"52,912","17,988","1,205",566,222,"21,688","2,948",558,"44,672.05 ","34,416.00 ","10,846.00 ",83,30,"4,183","10,164","4,861",281,53,122,"4,120",727
"90004, Los Angeles, CA",90004,"60,919","17,025","16,067","2,193","1,852","22,942","9,579","31,671","29,248",253,396,192,"14,301","2,017","9,579","71,601.08 ","43,233.00 ","26,336.00 ","6,538","6,491","9,044","9,185","3,915",80,47,103,"4,331",709
"90005, Los Angeles, CA",90005,"41,143","14,407","13,691","2,063","1,704","12,156","3,225","21,605","19,538",290,320,158,"9,595","1,403","3,225","58,489.75 ","37,530.00 ","23,165.00 ","6,607","6,555","4,642","6,379","2,697",91,52,91,"2,945",503
"90006, Los Angeles, CA",90006,"59,664","11,498","10,238","2,269","1,564","19,571","1,813","44,997","14,667",562,604,321,"18,936","2,879","1,813","43,887.42 ","32,608.00 ","14,697.00 ","5,065","4,987","5,682","11,961","5,447",140,78,143,"5,224",929
"90007, Los Angeles, CA",90007,"43,837","7,285","7,007","4,626","4,208","17,631","7,513","23,349","20,488",328,257,128,"10,396","1,545","7,513","44,193.38 ","25,707.00 ","14,013.00 ","2,264","2,237","4,449","5,849","2,527",65,27,76,"2,704",449
"90008, Los Angeles, CA",90008,"32,093",815,775,"22,522","21,878","2,864",813,"7,418","24,675",522,90,36,"2,183",512,813,"66,521.51 ","46,794.00 ","28,820.00 ",429,418,933,"1,851",929,166,11,21,568,156
"90010, Los Angeles, CA",90010,"2,626","1,110","1,082",131,114,826,441,912,"1,714",15,15,9,407,60,441,"92,435.11 ","47,326.00 ","37,828.00 ",489,486,342,284,119,3,3,4,134,21
"90011, Los Angeles, CA",90011,"104,859","1,358",879,"10,309","7,742","36,967","1,107","94,505","10,354","2,003","1,259",415,"36,534","5,129","1,107","47,164.43 ","34,313.00 ","10,416.00 ",494,392,"7,315","18,244","9,132",404,102,262,"7,098","1,246"
"90012, Los Angeles, CA",90012,"33,185","13,766","13,600","4,453","4,201","9,617","4,396","10,229","22,956",228,157,89,"5,326",548,"4,396","50,685.12 ","31,188.00 ","19,882.00 ","6,227","6,196","2,754","2,119",774,21,31,36,"1,081",176
"90013, Los Angeles, CA",90013,"13,880","2,537","2,574","4,068","4,072","5,232","3,428","3,101","10,779",96,81,26,"1,623",211,"3,428","47,831.80 ","23,825.00 ","27,369.00 ","1,594","1,581","2,728","1,117",369,33,13,26,589,87
"90014, Los Angeles, CA",90014,"8,049",932,942,"1,824","1,821","3,765","2,428","2,373","5,676",70,43,24,"1,219",167,"2,428","45,125.25 ","24,516.00 ","27,012.00 ",561,550,"2,112","1,082",382,42,11,20,542,85
"90015, Los Angeles, CA",90015,"19,752","2,921","2,690","1,374","1,164","7,370","1,892","13,470","6,282",146,187,83,"5,720",779,"1,892","53,118.78 ","30,217.00 ","21,638.00 ","1,715","1,687","2,927","3,988","1,763",40,28,50,"1,834",273
"90016, Los Angeles, CA",90016,"50,506","1,724","1,561","19,141","17,792","12,567","2,035","27,187","23,319",690,355,105,"11,321","1,711","2,035","58,657.02 ","44,796.00 ","20,043.00 ",786,763,"3,415","6,365","2,879",174,23,83,"2,722",484
"90017, Los Angeles, CA",90017,"24,855","3,321","3,017","1,547","1,253","9,152","2,400","17,523","7,332",205,474,88,"7,103","1,167","2,400","46,838.53 ","25,840.00 ","18,428.00 ","1,951","1,929","3,570","4,972","2,179",58,22,131,"2,151",431
"90018, Los Angeles, CA",90018,"54,071","2,501","2,249","17,113","15,516","14,608","2,053","32,361","21,710",756,445,130,"13,622","1,826","2,053","55,629.55 ","41,762.00 ","18,081.00 ","1,110","1,082","3,626","7,516","3,449",199,28,107,"3,195",538
"90019, Los Angeles, CA",90019,"64,942","10,391","10,019","15,380","14,411","19,938","7,590","30,323","34,619",635,498,139,"12,976","1,890","7,590","74,626.66 ","48,352.00 ","27,606.00 ","3,941","3,902","7,062","7,858","3,450",203,39,118,"3,451",597
"90020, Los Angeles, CA",90020,"42,629","20,964","20,404","2,463","2,251","10,307","4,116","14,852","27,777",165,188,134,"6,686","1,021","4,116","64,683.18 ","43,616.00 ","28,170.00 ","9,828","9,773","4,427","4,627","1,893",57,55,66,"2,173",383
"90021, Los Angeles, CA",90021,"3,255",185,178,999,964,"1,409",762,"1,218","2,037",45,16,9,634,57,762,"38,115.50 ","15,539.00 ","19,015.00 ",62,59,525,438,190,11,3,9,205,20
"90022, Los Angeles, CA",90022,"71,001","1,132",457,444,44,"38,062","1,272","68,451","2,550",367,907,340,"37,726","2,771","1,272","53,306.68 ","41,342.00 ","13,629.00 ",430,351,"10,125","16,972","5,820",91,79,233,"9,921",828
"90023, Los Angeles, CA",90023,"50,879",474,151,450,81,"26,150",839,"49,229","1,650",322,666,235,"25,782","1,913",839,"49,894.38 ","39,473.00 ","11,904.00 ",191,138,"6,386","11,229","4,151",67,53,158,"6,277",523
"90024, Los Angeles, CA",90024,"47,739","12,963","13,660","1,088","1,093","28,934","25,566","4,492","43,247",60,44,110,"2,324",387,"25,566","125,528.56 ","65,990.00 ","48,782.00 ","3,678","3,657","12,627","1,107",326,11,21,11,642,95
"90025, Los Angeles, CA",90025,"43,735","8,739","9,459","1,358","1,413","27,915","23,104","7,157","36,578",70,177,119,"3,617",546,"23,104","104,061.34 ","80,755.00 ","52,007.00 ","4,477","4,428","14,615","2,444",712,22,49,52,"1,405",204
"90026, Los Angeles, CA",90026,"69,855","12,982","12,101","2,111","1,698","32,801","13,346","40,485","29,370",331,758,297,"20,229","2,419","13,346","73,659.09 ","50,006.00 ","27,556.00 ","4,953","4,885","13,521","11,564","4,244",86,68,208,"6,138",820
"90027, Los Angeles, CA",90027,"48,282","6,476","7,454","1,539","1,659","33,524","26,047","10,738","37,544",117,125,89,"5,832",844,"26,047","82,627.37 ","53,156.00 ","41,362.00 ","3,018","2,982","16,700","3,957","1,165",46,36,39,"2,335",336
"90028, Los Angeles, CA",90028,"29,827","2,890","3,142","2,171","2,286","18,656","12,930","10,046","19,781",140,115,97,"4,963",720,"12,930","50,776.83 ","34,054.00 ","28,276.00 ","1,442","1,397","10,426","3,647","1,294",56,45,49,"1,884",319
"90029, Los Angeles, CA",90029,"40,071","6,978","6,418","1,283","1,032","17,275","6,801","24,673","15,398",179,311,112,"11,074","1,535","6,801","52,002.85 ","39,329.00 ","19,364.00 ","2,686","2,652","6,760","7,129","3,005",65,34,99,"3,362",564
"90031, Los Angeles, CA",90031,"39,472","10,582","9,635",531,292,"14,253","1,891","26,934","12,538",217,394,239,"13,145","1,405","1,891","53,206.79 ","37,641.00 ","15,350.00 ","2,984","2,937","4,419","7,118","2,748",46,47,96,"3,747",434
"90032, Los Angeles, CA",90032,"48,302","5,916","4,676","1,094",660,"22,272","2,258","39,552","8,750",292,628,230,"21,416","1,851","2,258","65,470.59 ","51,392.00 ","18,635.00 ","1,951","1,914","6,563","10,219","3,501",49,37,160,"5,961",511
"90033, Los Angeles, CA",90033,"48,499","2,364","1,619",959,433,"23,045",965,"44,627","3,872",423,543,357,"22,775","2,127",965,"44,147.92 ","31,558.00 ","12,242.00 ","1,106","1,014","6,118","11,148","4,155",107,92,147,"6,001",646
"90034, Los Angeles, CA",90034,"59,213","11,823","12,121","5,973","5,900","29,663","20,215","17,761","41,452",306,376,182,"8,608","1,240","20,215","87,802.78 ","63,640.00 ","39,269.00 ","5,369","5,310","14,205","5,450","1,873",99,59,104,"2,883",432
"90035, Los Angeles, CA",90035,"29,833","2,003","2,215","2,802","2,996","21,896","19,421","3,391","26,442",119,51,19,"1,742",268,"19,421","119,749.60 ","78,780.00 ","53,513.00 ",895,887,"9,863","1,141",329,41,8,19,654,90
"90036, Los Angeles, CA",90036,"38,989","8,071","8,674","2,356","2,434","25,828","22,698","3,479","35,510",107,33,58,"2,155",344,"22,698","108,333.92 ","80,859.00 ","54,987.00 ","3,456","3,436","13,641","1,566",301,52,20,14,"1,021",157
"90037, Los Angeles, CA",90037,"63,477","1,115",817,"13,830","12,230","18,074","1,399","48,156","15,321","1,116",676,266,"17,226","2,728","1,399","44,643.11 ","32,445.00 ","11,831.00 ",351,285,"3,894","10,178","5,294",278,66,141,"3,680",719
"90038, Los Angeles, CA",90038,"29,379","2,755","2,609","1,408","1,221","15,314","7,478","17,113","12,266",156,172,79,"7,958","1,103","7,478","63,264.18 ","40,666.00 ","26,350.00 ","1,236","1,207","6,998","5,244","2,087",50,29,55,"2,589",434
"90039, Los Angeles, CA",90039,"29,007","5,576","5,719",662,607,"16,502","9,770","11,655","17,352",80,146,93,"6,419",815,"9,770","93,576.54 ","69,925.00 ","38,074.00 ","2,030","2,001","7,540","3,521","1,042",26,29,46,"2,124",254
"90040, Los Angeles, CA",90040,"11,066",303,162,150,58,"6,124",364,"10,283",783,55,109,36,"6,030",523,364,"71,829.08 ","58,696.00 ","19,158.00 ",99,95,"1,715","2,619",787,5,4,28,"1,664",131
"90041, Los Angeles, CA",90041,"27,792","7,961","7,937",618,551,"13,675","7,668","10,465","17,327",76,113,156,"5,847",767,"7,668","93,904.28 ","70,582.00 ","33,977.00 ","2,530","2,491","5,495","3,127",929,20,39,42,"1,886",211
"90042, Los Angeles, CA",90042,"64,681","8,383","7,306","1,684","1,193","31,363","8,617","45,217","19,464",350,548,211,"24,031","2,707","8,617","76,226.71 ","56,918.00 ","24,495.00 ","3,003","2,948","10,668","11,971","4,134",96,55,162,"6,707",817
"90043, Los Angeles, CA",90043,"45,963",515,448,"29,947","28,893","5,346",957,"13,844","32,119",761,218,62,"4,706",926,957,"74,794.13 ","51,090.00 ","27,085.00 ",155,137,"1,367","3,110","1,525",206,18,50,"1,046",265
"90044, Los Angeles, CA",90044,"90,891",512,225,"34,272","32,087","21,157",866,"55,864","35,027","1,439",650,282,"21,085","3,391",866,"50,180.95 ","33,970.00 ","14,227.00 ",157,82,"4,397","11,593","5,787",356,75,142,"4,361",872
"90045, Los Angeles, CA",90045,"39,513","4,866","5,224","5,484","5,798","24,077","18,369","7,558","31,955",199,87,103,"4,508",657,"18,369","121,332.69 ","92,044.00 ","47,175.00 ","1,755","1,734","9,556","2,039",501,53,21,26,"1,310",128
"90046, Los Angeles, CA",90046,"50,610","2,862","3,502","1,751","2,063","42,342","37,591","4,957","45,653",99,78,57,"3,146",464,"37,591","98,555.08 ","62,179.00 ","57,843.00 ","1,571","1,542","25,056","2,370",444,44,29,38,"1,595",219
"90047, Los Angeles, CA",90047,"48,966",359,275,"31,577","30,612","6,227",448,"16,372","32,594",673,212,81,"6,085","1,145",448,"66,462.76 ","50,706.00 ","22,124.00 ",112,90,"1,319","3,423","1,632",178,22,45,"1,255",291
"90048, Los Angeles, CA",90048,"22,683","1,758","1,975",718,783,"18,777","16,996","1,876","20,807",30,23,22,"1,320",158,"16,996","115,027.53 ","83,112.00 ","63,503.00 ",931,921,"10,407",825,126,10,10,6,600,73
"90049, Los Angeles, CA",90049,"36,898","3,346","3,642",572,607,"30,738","28,814","2,055","34,843",20,18,36,"1,375",182,"28,814","214,368.05 ","128,113.00 ","99,452.00 ","1,435","1,426","14,626",640,83,9,9,5,478,56
"90056, Los Angeles, CA",90056,"8,891",296,295,"6,640","6,577","1,173",884,604,"8,287",130,10,4,214,77,884,"139,414.40 ","100,508.00 ","58,732.00 ",108,105,557,165,42,38,3,4,66,12
"90057, Los Angeles, CA",90057,"46,494","9,606","8,563","2,144","1,704","13,975","2,550","32,695","13,799",257,688,122,"12,635","2,327","2,550","40,590.41 ","30,013.00 ","15,112.00 ","4,624","4,580","4,792","9,237","4,446",81,44,160,"3,731",775
"90058, Los Angeles, CA",90058,"3,260",154,130,382,325,"1,121",86,"2,668",592,50,105,21,"1,046",165,86,"30,536.71 ","19,286.00 ","8,094.00 ",45,40,290,617,291,12,5,13,253,43
"90059, Los Angeles, CA",90059,"42,059",190,56,"14,003","13,054","9,953",430,"27,861","14,198",617,278,133,"9,873","1,508",430,"50,505.45 ","36,683.00 ","12,243.00 ",42,11,"1,785","5,028","2,676",139,31,61,"1,783",338
"90061, Los Angeles, CA",90061,"30,095",180,58,"11,571","10,847","6,621",255,"18,410","11,685",521,162,121,"6,579","1,024",255,"54,710.91 ","41,711.00 ","14,303.00 ",40,14,"1,299","3,502","1,785",116,26,40,"1,288",247
"90062, Los Angeles, CA",90062,"33,065",477,361,"12,605","11,700","7,136",378,"19,766","13,299",582,258,106,"7,114","1,309",378,"51,527.68 ","39,254.00 ","14,779.00 ",192,164,"1,473","4,035","2,005",141,28,57,"1,463",341
"90063, Los Angeles, CA",90063,"54,526",786,269,448,39,"27,561",617,"52,962","1,564",386,636,353,"27,521","2,074",617,"51,800.53 ","41,720.00 ","12,402.00 ",324,230,"6,852","12,208","4,507",73,94,159,"6,814",561
"90064, Los Angeles, CA",90064,"26,758","4,680","5,068",715,738,"18,526","15,575","3,897","22,861",40,51,42,"2,332",341,"15,575","135,468.66 ","91,921.00 ","59,301.00 ","2,024","2,011","8,485","1,236",299,14,13,15,805,90
"90065, Los Angeles, CA",90065,"47,073","7,623","6,889",892,656,"23,120","7,223","30,712","16,361",187,343,213,"16,587","1,771","7,223","84,532.24 ","61,684.00 ","26,965.00 ","2,535","2,494","8,089","8,015","2,676",47,41,93,"4,667",491
"90066, Los Angeles, CA",90066,"57,765","8,541","9,208","2,407","2,435","35,782","24,673","18,319","39,446",178,347,113,"9,858","1,197","24,673","105,858.64 ","75,153.00 ","45,289.00 ","3,825","3,791","16,387","5,443","1,706",56,34,109,"3,170",368
"90067, Los Angeles, CA",90067,"2,509",267,280,24,25,"2,135","2,039",97,"2,412",0,0,0,79,6,"2,039","168,203.92 ","94,504.00 ","104,315.00 ",127,127,"1,368",43,4,0,0,0,38,1
"90068, Los Angeles, CA",90068,"24,270","1,681","1,994","1,101","1,264","19,527","17,223","2,468","21,802",57,21,35,"1,506",261,"17,223","128,690.85 ","80,714.00 ","71,220.00 ",812,799,"11,071","1,078",225,24,13,10,692,114
"90069, West Hollywood, CA",90069,"20,685","1,204","1,447",598,698,"17,564","15,686","1,907","18,778",31,21,30,"1,296",147,"15,686","127,441.28 ","87,692.00 ","82,514.00 ",730,710,"11,589",998,168,16,20,12,706,75
"90071, Los Angeles, CA",90071,622,370,375,34,33,178,116,78,544,2,3,2,54,4,116,"47,697.18 ","25,000.00 ","34,670.00 ",272,270,126,52,9,1,2,2,35,3
"90073, Los Angeles, CA",90073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"90077, Los Angeles, CA",90077,"9,190",860,931,135,143,"7,617","7,147",489,"8,701",4,3,6,342,32,"7,147","265,465.76 ","205,268.00 ","100,315.00 ",243,242,"3,038",105,14,0,1,2,78,10
"90079, Los Angeles, CA",90079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"90089, Los Angeles, CA",90089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"90090, Dodgertown, CA",90090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90094, Playa Vista, CA",90094,"5,608","1,303","1,413",621,645,"3,100","2,504",661,"4,947",30,7,7,392,88,"2,504","139,177.53 ","87,500.00 ","75,098.00 ",662,657,"1,739",296,60,12,5,1,187,31
"90095, Los Angeles, CA",90095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"90201, Bell Gardens, CA",90201,"107,335",946,185,"1,164",144,"56,516","3,162","102,843","4,492",770,"1,022",440,"55,653","4,509","3,162","52,515.37 ","42,300.00 ","12,918.00 ",264,185,"13,869","23,886","8,747",155,79,235,"13,451","1,219"
"90210, Beverly Hills, CA",90210,"23,995","1,545","1,693",410,443,"20,490","19,197","1,332","22,663",10,12,18,954,106,"19,197","263,811.03 ","142,393.00 ","105,915.00 ",535,529,"8,436",312,46,4,6,2,233,21
"90211, Beverly Hills, CA",90211,"8,135",978,"1,065",187,199,"6,302","5,788",530,"7,605",5,7,7,355,50,"5,788","116,611.32 ","83,650.00 ","51,326.00 ",382,379,"2,861",206,40,2,3,2,149,10
"90212, Beverly Hills, CA",90212,"11,864","1,235","1,345",315,333,"9,478","8,751",727,"11,137",10,4,5,524,77,"8,751","133,223.12 ","88,137.00 ","64,625.00 ",519,517,"4,737",336,47,7,2,2,250,27
"90220, Compton, CA",90220,"49,362",854,625,"19,736","18,718","11,729","1,045","28,077","21,285",735,336,220,"10,990","1,492","1,045","64,657.25 ","51,767.00 ","17,042.00 ",227,176,"2,465","5,283","2,570",167,51,65,"2,101",329
"90221, Compton, CA",90221,"54,574",623,316,"12,266","11,016","16,707",626,"42,060","12,514",806,380,294,"16,561","2,062",626,"62,908.89 ","48,760.00 ","14,137.00 ",137,81,"3,086","7,501","3,741",144,56,64,"3,018",478
"90222, Compton, CA",90222,"34,129",209,93,"10,328","9,592","10,450",355,"23,594","10,535",503,226,114,"10,341","1,024",355,"56,514.04 ","45,236.00 ","13,499.00 ",49,23,"1,971","4,289","1,956",108,26,54,"1,921",224
"90230, Culver City, CA",90230,"31,722","4,784","4,925","3,414","3,443","16,976","10,969","10,611","21,111",136,133,95,"5,521",719,"10,969","109,446.76 ","77,981.00 ","44,106.00 ","1,942","1,916","7,474","2,835",951,35,26,35,"1,607",180
"90232, Culver City, CA",90232,"14,656","2,280","2,447",854,891,"8,822","6,198","4,225","10,431",36,66,34,"2,276",370,"6,198","110,012.87 ","83,273.00 ","47,979.00 ",911,902,"4,235","1,274",372,11,9,20,762,100
"90240, Downey, CA",90240,"28,074","2,431","2,005",679,471,"16,891","4,855","20,040","8,034",129,153,86,"12,573",847,"4,855","100,022.62 ","76,232.00 ","29,638.00 ",751,730,"5,225","4,876","1,395",20,21,43,"3,168",229
"90241, Downey, CA",90241,"42,896","3,093","2,500","1,406","1,007","25,064","7,643","30,617","12,279",216,199,141,"18,261","1,422","7,643","79,574.95 ","62,855.00 ","25,644.00 ","1,060","1,032","8,501","8,355","2,700",41,28,61,"5,142",383
"90242, Downey, CA",90242,"45,097","3,199","2,505","2,441","1,833","24,703","6,158","33,357","11,740",235,279,182,"19,682","1,547","6,158","73,193.98 ","61,743.00 ","21,726.00 ","1,058","1,024","7,545","8,282","2,700",42,34,71,"5,018",417
"90245, El Segundo, CA",90245,"17,150","1,602","1,962",373,445,"13,191","10,781","2,813","14,337",19,29,41,"1,683",324,"10,781","120,341.73 ","96,996.00 ","50,922.00 ",610,596,"5,909",857,208,5,14,12,552,66
"90247, Gardena, CA",90247,"47,396","12,672","11,933","8,758","8,132","12,177","2,845","23,030","24,366",290,223,246,"10,221","1,354","2,845","65,049.03 ","50,618.00 ","22,523.00 ","5,471","5,398","3,673","5,499","2,430",70,73,54,"2,548",324
"90248, Gardena, CA",90248,"11,689","3,181","3,058","2,504","2,377","3,137","1,045","4,775","6,914",81,40,64,"2,205",300,"1,045","76,602.03 ","57,852.00 ","25,829.00 ","1,323","1,311","1,050","1,117",438,14,12,8,572,73
"90249, Gardena, CA",90249,"27,362","4,812","4,609","8,812","8,501","7,773","3,162","10,080","17,282",188,115,136,"4,816",642,"3,162","83,524.23 ","64,997.00 ","28,081.00 ","1,615","1,590","2,660","2,479",969,45,25,33,"1,253",154
"90250, Hawthorne, CA",90250,"96,147","8,730","8,114","24,065","22,093","34,607","10,745","51,493","44,654",988,446,254,"25,373","2,962","10,745","68,755.87 ","52,985.00 ","23,212.00 ","2,834","2,794","11,419","13,194","5,158",261,40,131,"6,808",796
"90254, Hermosa Beach, CA",90254,"19,844","1,255","1,431",291,311,"16,479","14,416","2,697","17,147",23,28,22,"1,686",214,"14,416","142,607.02 ","105,382.00 ","67,555.00 ",558,550,"8,144",883,196,6,8,9,590,74
"90255, Huntington Park, CA",90255,"74,979",692,189,659,92,"40,430","1,364","72,615","2,364",485,"1,112",333,"39,966","3,216","1,364","53,780.31 ","41,318.00 ","13,428.00 ",213,146,"10,265","17,400","6,040",104,67,261,"10,000",928
"90260, Lawndale, CA",90260,"36,309","4,631","4,212","3,267","2,823","16,754","6,521","21,238","15,071",290,200,190,"10,699","1,354","6,521","71,995.49 ","58,752.00 ","21,932.00 ","1,393","1,351","5,669","5,042","1,868",58,42,53,"2,701",320
"90262, Lynwood, CA",90262,"66,467",796,359,"6,792","5,026","27,128","1,244","59,066","7,401",979,464,381,"26,848","2,553","1,244","60,254.20 ","50,299.00 ","13,465.00 ",196,129,"5,554","11,655","5,197",161,67,108,"5,489",633
"90263, Malibu, CA",90263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"90266, Manhattan Beach, CA",90266,"33,600","3,014","3,306",345,366,"27,858","25,296","2,803","30,797",15,21,35,"2,017",259,"25,296","205,755.38 ","144,338.00 ","82,117.00 ","1,041","1,030","11,697",809,127,3,11,9,603,56
"90270, Maywood, CA",90270,"25,865",106,9,175,10,"13,877",377,"25,310",555,144,203,77,"13,868","1,289",377,"50,718.29 ","39,670.00 ","12,280.00 ",30,13,"3,342","5,927","2,108",29,17,55,"3,333",385
"90272, Pacific Palisades, CA",90272,"22,961","1,294","1,408",163,170,"20,529","19,490","1,041","21,920",8,11,13,821,97,"19,490","244,551.47 ","161,503.00 ","98,498.00 ",475,473,"8,482",295,23,3,2,5,243,19
"90274, Palos Verdes Peninsula, CA",90274,"26,624","5,383","5,666",387,391,"19,291","17,695","1,663","24,961",18,21,38,"1,184",150,"17,695","218,680.07 ","159,034.00 ","81,835.00 ","1,818","1,811","7,696",393,55,2,7,4,300,25
"90275, Rancho Palos Verdes, CA",90275,"42,220","12,423","13,135","1,257","1,292","25,375","21,723","3,904","38,316",43,30,84,"2,647",433,"21,723","162,500.81 ","128,388.00 ","61,176.00 ","4,152","4,133","10,564","1,020",165,7,19,7,743,79
"90277, Redondo Beach, CA",90277,"36,025","3,822","4,486",737,830,"28,362","24,239","4,310","31,715",44,56,75,"2,891",474,"24,239","128,767.81 ","103,926.00 ","61,751.00 ","1,683","1,657","14,186","1,500",257,10,26,24,"1,054",129
"90278, Redondo Beach, CA",90278,"40,886","5,746","6,516","1,292","1,428","28,871","22,540","7,491","33,395",59,78,121,"4,847",753,"22,540","140,420.46 ","114,733.00 ","55,648.00 ","2,159","2,127","12,167","2,205",462,15,32,31,"1,530",135
"90280, South Gate, CA",90280,"96,975","1,010",291,"1,094",227,"50,525","2,975","92,398","4,577",584,870,356,"49,544","4,003","2,975","59,534.50 ","47,922.00 ","14,721.00 ",314,260,"12,959","21,619","8,011",122,54,215,"12,185","1,032"
"90290, Topanga, CA",90290,"6,963",285,345,98,117,"6,122","5,663",470,"6,493",4,11,9,294,82,"5,663","160,126.63 ","134,538.00 ","64,468.00 ",96,95,"2,561",134,17,2,1,5,89,20
"90291, Venice, CA",90291,"28,043","1,417","1,680","1,525","1,763","21,215","16,909","6,088","21,955",87,105,47,"3,375",420,"16,909","119,517.08 ","82,199.00 ","59,907.00 ",703,680,"11,236","1,929",541,24,23,39,"1,156",146
"90292, Marina Del Rey, CA",90292,"24,047","2,429","2,725","1,102","1,220","18,633","16,405","2,407","21,640",35,38,47,"1,570",192,"16,405","140,554.28 ","110,681.00 ","80,669.00 ","1,302","1,284","11,015","1,017",179,8,18,18,721,73
"90293, Playa Del Rey, CA",90293,"12,899","1,378","1,556",752,836,"9,619","8,248","1,435","11,464",20,14,16,971,170,"8,248","131,719.07 ","102,104.00 ","70,053.00 ",680,675,"5,304",603,101,6,5,6,423,62
"90301, Inglewood, CA",90301,"38,538",962,802,"12,858","11,747","12,043","1,352","23,515","15,023",435,269,114,"11,477","1,243","1,352","60,472.51 ","48,154.00 ","20,695.00 ",324,308,"3,231","5,745","2,291",105,16,55,"2,901",377
"90302, Inglewood, CA",90302,"28,910",458,401,"14,602","13,780","6,003","1,176","12,415","16,495",485,123,47,"5,202",710,"1,176","67,432.81 ","49,026.00 ","24,916.00 ",144,137,"1,897","3,099","1,344",131,7,31,"1,385",201
"90303, Inglewood, CA",90303,"27,699",619,484,"10,080","9,482","6,958",445,"16,564","11,135",345,164,122,"6,798",946,445,"68,415.27 ","54,845.00 ","19,337.00 ",175,154,"1,544","3,487","1,665",77,21,33,"1,471",220
"90304, Inglewood, CA",90304,"29,520",670,409,"1,539","1,023","11,710",901,"26,622","2,898",263,260,159,"11,305","1,326",901,"52,597.17 ","41,009.00 ","12,730.00 ",178,163,"2,817","5,752","2,732",36,15,49,"2,597",323
"90305, Inglewood, CA",90305,"14,076",336,328,"11,363","11,136",907,310,"1,787","12,289",198,19,7,628,159,310,"95,412.70 ","76,392.00 ","38,611.00 ",95,94,299,419,185,43,1,3,154,33
"90401, Santa Monica, CA",90401,"8,096",850,956,377,405,"6,045","5,119","1,139","6,957",22,19,11,700,75,"5,119","90,707.12 ","62,655.00 ","56,203.00 ",497,492,"3,795",468,94,5,5,9,320,35
"90402, Santa Monica, CA",90402,"11,196",787,877,109,113,"9,734","9,199",536,"10,660",8,8,4,379,45,"9,199","243,131.08 ","154,127.00 ","105,935.00 ",289,288,"4,387",168,26,1,1,3,123,14
"90403, Santa Monica, CA",90403,"25,777","2,226","2,503",463,497,"21,243","19,303","2,103","23,674",25,14,21,"1,419",196,"19,303","126,603.49 ","85,906.00 ","70,570.00 ","1,115","1,107","12,258",855,136,6,8,6,626,73
"90404, Santa Monica, CA",90404,"20,817","2,374","2,628","1,556","1,652","13,641","10,115","5,226","15,591",85,87,34,"2,925",317,"10,115","87,151.33 ","69,238.00 ","43,299.00 ","1,144","1,132","6,897","1,691",489,15,12,24,"1,029",122
"90405, Santa Monica, CA",90405,"29,483","2,585","3,035","1,090","1,242","22,889","19,216","4,269","25,214",48,52,40,"2,706",290,"19,216","110,565.05 ","84,391.00 ","58,264.00 ","1,215","1,205","12,683","1,598",348,11,10,20,"1,094",115
